Fecha de reporte ,Sexo,Grupo de Edad,Nacionalidad,Fecha de desaparicion,Entidad de desaparicion,Municipio/Alcadia de la desaparicion,Estatus,Fecha de localizacion,Entidad de la localizacion
17/09/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,13/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
17/09/2021,HOMBRE,35-39 AÑOS,MEXICANA,11/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),16/09/2021,CIUDAD DE MEXICO
17/09/2021,HOMBRE,18-19 AÑOS,MEXICANA,27/08/2021,CIUDAD DE MEXICO,COYOACAN,DESAPARECIDO(A),,
17/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,13/09/2021,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
17/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,16/09/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),16/09/2021,CIUDAD DE MEXICO
15/09/2021,MUJER,15-17 AÑOS,MEXICANA,12/09/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),17/09/2021,CIUDAD DE MEXICO
15/09/2021,HOMBRE,30-34 AÑOS,MEXICANA,10/09/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),29/09/2021,VERACRUZ
15/09/2021,HOMBRE,15-17 AÑOS,MEXICANA,01/01/2000,CIUDAD DE MEXICO,S/D,DESAPARECIDO(A),,
15/09/2021,HOMBRE,20-24 AÑOS,MEXICANA,07/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),12/09/2021,CIUDAD DE MEXICO
14/09/2021,HOMBRE,25-29 AÑOS,MEXICANA,28/08/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
14/09/2021,HOMBRE,20-24 AÑOS,MEXICANA,20/02/2021,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
14/09/2021,HOMBRE,25-29 AÑOS,MEXICANA,02/09/2021,CIUDAD DE MEXICO,S/D,DESAPARECIDO(A),,
14/09/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,11/09/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),12/09/2021,CIUDAD DE MEXICO
13/09/2021,HOMBRE,35-39 AÑOS,MEXICANA,13/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),S/D,S/D
13/09/2021,HOMBRE,65-69 AÑOS,MEXICANA,01/03/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
13/09/2021,MUJER,15-17 AÑOS,MEXICANA,10/09/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),18/09/2021,CIUDAD DE MEXICO
10/09/2021,HOMBRE,25-29 AÑOS,MEXICANA,01/09/2021,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LOCALIZADO(A),09/09/2021,S/D
10/09/2021,HOMBRE,55-59 AÑOS,MEXICANA,31/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),10/09/2021,S/D
10/09/2021,MUJER,,MEXICANA,23/08/2021,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,DESAPARECIDO(A),,
11/09/2021,HOMBRE,30-34 AÑOS,MEXICANA,11/09/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),12/09/2021,CIUDAD DE MEXICO
10/09/2021,MUJER,35-39 AÑOS,MEXICANA,02/06/1980,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
09/09/2021,HOMBRE,15-17 AÑOS,MEXICANA,07/09/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),11/09/2021,S/D
09/09/2021,MUJER,15-17 AÑOS,MEXICANA,07/09/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),11/09/2021,CIUDAD DE MEXICO
09/09/2021,HOMBRE,15-17 AÑOS,MEXICANA,07/09/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),13/09/2021,CIUDAD DE MEXICO
09/09/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,06/09/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),22/09/2021,CIUDAD DE MEXICO
09/09/2021,HOMBRE,30-34 AÑOS,MEXICANA,06/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),25/09/2021,S/D
08/09/2021,MUJER,10-14 AÑOS,MEXICANA,07/09/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),09/09/2021,S/D
07/09/2021,HOMBRE,35-39 AÑOS,S/D,03/05/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
31/08/2022,HOMBRE,55-59 AÑOS,MEXICANA,28/08/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),31/08/2022,S/D
06/09/2021,HOMBRE,55-59 AÑOS,MEXICANA,02/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),04/09/2021,S/D
06/09/2021,MUJER,10-14 AÑOS,MEXICANA,03/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),05/09/2021,CIUDAD DE MEXICO
06/09/2021,HOMBRE,65-69 AÑOS,MEXICANA,03/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),06/09/2021,CIUDAD DE MEXICO
06/09/2021,HOMBRE,10-14 AÑOS,MEXICANA,04/09/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),06/09/2021,CIUDAD DE MEXICO
06/09/2021,HOMBRE,10-14 AÑOS,MEXICANA,05/09/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),06/09/2021,S/D
06/09/2021,MUJER,20-24 AÑOS,MEXICANA,31/08/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),12/09/2021,PUEBLA
06/09/2021,HOMBRE,35-39 AÑOS,MEXICANA,04/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),05/09/2021,CIUDAD DE MEXICO
03/09/2021,HOMBRE,00-04 AÑOS,MEXICANA,31/05/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),21/07/2021,S/D
07/09/2021,MUJER,25-29 AÑOS,MEXICANA,14/08/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),15/12/2022,S/D
03/09/2021,MUJER,20-24 AÑOS,MEXICANA,31/05/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),21/07/2021,S/D
03/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,31/08/2019,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),05/09/2021,CIUDAD DE MEXICO
02/09/2021,HOMBRE,20-24 AÑOS,S/D,12/03/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
01/09/2021,MUJER,15-17 AÑOS,MEXICANA,28/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),20/09/2021,CIUDAD DE MEXICO
01/09/2021,MUJER,60-64 AÑOS,MEXICANA,21/11/2017,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
01/09/2021,MUJER,,MEXICANA,31/08/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),01/09/2021,CIUDAD DE MEXICO
30/08/2021,HOMBRE,45-49 AÑOS,MEXICANA,29/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),30/08/2021,ESTADO DE MEXICO
30/08/2021,MUJER,25-29 AÑOS,MEXICANA,28/08/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),17/09/2021,S/D
30/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,19/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),08/12/2021,S/D
30/08/2021,MUJER,25-29 AÑOS,MEXICANA,27/08/2021,CIUDAD DE MEXICO,MILPA ALTA,DESAPARECIDO(A),,
30/08/2021,MUJER,70 AÑOS O MAS,MEXICANA,26/08/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),31/08/2021,CIUDAD DE MEXICO
26/08/2021,MUJER,25-29 AÑOS,MEXICANA,28/06/2018,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
26/08/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,20/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
26/08/2021,HOMBRE,65-69 AÑOS,EXTRANJERA,25/08/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),26/08/2021,S/D
26/08/2021,MUJER,15-17 AÑOS,S/D,25/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),26/08/2021,ESTADO DE MEXICO
25/08/2021,MUJER,20-24 AÑOS,MEXICANA,22/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),28/08/2021,S/D
25/08/2021,HOMBRE,51-54 AÑOS,MEXICANA,18/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),05/09/2021,CIUDAD DE MEXICO
24/08/2021,MUJER,15-17 AÑOS,MEXICANA,23/08/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),31/08/2021,JALISCO
23/08/2021,HOMBRE,18-19 AÑOS,MEXICANA,22/08/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),23/08/2021,CIUDAD DE MEXICO
21/08/2021,MUJER,25-29 AÑOS,MEXICANA,20/08/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),21/08/2021,S/D
21/08/2021,HOMBRE,35-39 AÑOS,S/D,14/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),22/08/2021,CIUDAD DE MEXICO
21/08/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,20/08/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),22/08/2021,CIUDAD DE MEXICO
21/08/2021,HOMBRE,30-34 AÑOS,MEXICANA,17/08/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
20/08/2021,MUJER,10-14 AÑOS,MEXICANA,20/08/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),21/08/2021,CIUDAD DE MEXICO
20/08/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,19/08/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),27/08/2021,S/D
20/08/2021,HOMBRE,35-39 AÑOS,MEXICANA,11/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
20/08/2021,HOMBRE,51-54 AÑOS,MEXICANA,18/08/2021,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
20/08/2021,HOMBRE,51-54 AÑOS,MEXICANA,18/08/2021,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
20/08/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,14/08/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),22/08/2021,MORELOS
20/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,18/08/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
19/08/2021,HOMBRE,60-64 AÑOS,MEXICANA,03/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),06/08/2021,CIUDAD DE MEXICO
19/08/2021,MUJER,15-17 AÑOS,MEXICANA,11/08/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),18/08/2021,CIUDAD DE MEXICO
19/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,05/03/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
18/08/2021,HOMBRE,55-59 AÑOS,MEXICANA,16/08/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),19/08/2021,CIUDAD DE MEXICO
18/08/2021,MUJER,30-34 AÑOS,MEXICANA,15/08/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),17/08/2021,CIUDAD DE MEXICO
18/08/2021,MUJER,25-29 AÑOS,MEXICANA,16/08/2021,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),17/08/2021,CIUDAD DE MEXICO
17/08/2021,MUJER,51-54 AÑOS,MEXICANA,13/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),17/08/2021,CIUDAD DE MEXICO
17/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,05/08/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
17/08/2021,HOMBRE,,MEXICANA,15/08/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),20/08/2021,CIUDAD DE MEXICO
16/08/2021,HOMBRE,55-59 AÑOS,S/D,05/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
16/08/2021,HOMBRE,60-64 AÑOS,MEXICANA,06/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),18/08/2021,CIUDAD DE MEXICO
13/08/2021,HOMBRE,45-49 AÑOS,MEXICANA,14/11/1992,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
13/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,10/08/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
13/08/2021,HOMBRE,30-34 AÑOS,MEXICANA,28/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),15/08/2021,CIUDAD DE MEXICO
13/08/2021,MUJER,25-29 AÑOS,MEXICANA,10/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),06/09/2021,CIUDAD DE MEXICO
13/08/2021,HOMBRE,30-34 AÑOS,MEXICANA,10/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),03/09/2021,CIUDAD DE MEXICO
12/08/2021,HOMBRE,51-54 AÑOS,MEXICANA,25/05/2012,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
12/08/2021,MUJER,10-14 AÑOS,MEXICANA,08/08/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),18/08/2021,GUERRERO
12/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,10/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),11/08/2021,CIUDAD DE MEXICO
12/08/2021,MUJER,65-69 AÑOS,MEXICANA,10/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),11/08/2021,CIUDAD DE MEXICO
11/08/2021,MUJER,20-24 AÑOS,MEXICANA,08/08/2021,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),23/08/2021,CIUDAD DE MEXICO
11/08/2021,HOMBRE,45-49 AÑOS,MEXICANA,10/08/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),11/08/2021,CIUDAD DE MEXICO
11/08/2021,MUJER,05-09 AÑOS,MEXICANA,18/07/2021,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),02/09/2021,ESTADO DE MEXICO
11/08/2021,MUJER,20-24 AÑOS,MEXICANA,18/07/2021,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),02/09/2021,ESTADO DE MEXICO
10/08/2021,MUJER,15-17 AÑOS,MEXICANA,01/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),13/08/2021,ESTADO DE MEXICO
10/08/2021,MUJER,15-17 AÑOS,MEXICANA,23/07/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),19/08/2021,S/D
09/08/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,09/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),09/08/2021,CIUDAD DE MEXICO
09/08/2021,HOMBRE,65-69 AÑOS,MEXICANA,08/08/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),09/08/2021,CIUDAD DE MEXICO
09/08/2021,HOMBRE,25-29 AÑOS,MEXICANA,08/08/2021,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),09/08/2021,S/D
09/08/2021,HOMBRE,45-49 AÑOS,MEXICANA,06/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),10/08/2021,S/D
09/08/2021,HOMBRE,20-24 AÑOS,MEXICANA,08/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
08/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,05/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),10/08/2021,ESTADO DE MEXICO
06/08/2021,HOMBRE,65-69 AÑOS,MEXICANA,05/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),05/08/2021,CIUDAD DE MEXICO
06/08/2021,MUJER,15-17 AÑOS,MEXICANA,05/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),05/08/2021,S/D
03/08/2021,MUJER,15-17 AÑOS,MEXICANA,30/07/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),01/08/2021,S/D
03/08/2021,HOMBRE,40-44 AÑOS,MEXICANA,10/07/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
03/08/2021,HOMBRE,30-34 AÑOS,MEXICANA,25/06/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
03/08/2021,HOMBRE,25-29 AÑOS,MEXICANA,01/08/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),03/08/2021,CIUDAD DE MEXICO
02/08/2021,HOMBRE,15-17 AÑOS,MEXICANA,28/07/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),25/01/2022,CIUDAD DE MEXICO
02/08/2021,MUJER,20-24 AÑOS,MEXICANA,31/07/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),01/08/2021,S/D
01/08/2021,HOMBRE,20-24 AÑOS,MEXICANA,30/07/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
01/08/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,30/07/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),30/07/2021,CIUDAD DE MEXICO
30/07/2021,MUJER,40-44 AÑOS,MEXICANA,10/07/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
30/07/2021,MUJER,10-14 AÑOS,S/D,29/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),29/07/2021,S/D
30/07/2021,MUJER,10-14 AÑOS,S/D,29/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),29/07/2021,S/D
30/08/2022,MUJER,70 AÑOS O MAS,EXTRANJERA,30/08/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),31/08/2022,S/D
29/07/2021,HOMBRE,51-54 AÑOS,MEXICANA,02/02/2019,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
29/07/2021,HOMBRE,35-39 AÑOS,MEXICANA,27/07/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),30/07/2021,CIUDAD DE MEXICO
28/07/2021,HOMBRE,40-44 AÑOS,MEXICANA,28/07/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),29/07/2021,CIUDAD DE MEXICO
28/07/2021,HOMBRE,18-19 AÑOS,MEXICANA,21/07/2021,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),15/02/2022,S/D
26/07/2021,MUJER,10-14 AÑOS,S/D,12/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),21/07/2021,S/D
26/07/2021,HOMBRE,65-69 AÑOS,MEXICANA,18/07/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),23/07/2021,HIDALGO
26/07/2021,HOMBRE,10-14 AÑOS,MEXICANA,21/07/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
26/07/2021,MUJER,25-29 AÑOS,MEXICANA,21/07/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),21/07/2021,CIUDAD DE MEXICO
21/10/2022,MUJER,30-34 AÑOS,MEXICANA,21/10/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),26/10/2022,S/D
30/08/2022,MUJER,65-69 AÑOS,MEXICANA,12/08/2022,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
30/08/2022,HOMBRE,25-29 AÑOS,MEXICANA,19/07/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
30/08/2022,MUJER,15-17 AÑOS,MEXICANA,20/08/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),30/08/2022,CIUDAD DE MEXICO
26/07/2021,HOMBRE,45-49 AÑOS,S/D,18/07/2021,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
25/07/2021,HOMBRE,45-49 AÑOS,MEXICANA,20/07/2021,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),21/07/2021,CIUDAD DE MEXICO
23/07/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,20/07/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),20/07/2021,CIUDAD DE MEXICO
23/07/2021,MUJER,25-29 AÑOS,MEXICANA,16/07/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),20/07/2021,S/D
23/07/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,16/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),16/07/2021,CIUDAD DE MEXICO
16/07/2021,HOMBRE,20-24 AÑOS,MEXICANA,14/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),19/07/2021,CIUDAD DE MEXICO
16/07/2021,HOMBRE,25-29 AÑOS,MEXICANA,15/07/2021,BAJA CALIFORNIA,TIJUANA,DESAPARECIDO(A),,
15/07/2021,HOMBRE,25-29 AÑOS,MEXICANA,03/07/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
15/07/2021,MUJER,30-34 AÑOS,MEXICANA,20/07/2017,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
15/07/2021,MUJER,05-09 AÑOS,MEXICANA,10/07/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
15/07/2021,MUJER,15-17 AÑOS,MEXICANA,09/07/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),04/08/2021,S/D
29/08/2022,HOMBRE,55-59 AÑOS,MEXICANA,28/08/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),29/08/2022,CIUDAD DE MEXICO
07/01/2022,HOMBRE,40-44 AÑOS,MEXICANA,04/01/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
18/08/2021,HOMBRE,35-39 AÑOS,MEXICANA,17/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),19/08/2021,S/D
15/07/2021,MUJER,18-19 AÑOS,MEXICANA,11/07/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),19/07/2021,S/D
15/07/2021,HOMBRE,35-39 AÑOS,MEXICANA,12/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),15/02/2022,CIUDAD DE MEXICO
14/07/2021,MUJER,25-29 AÑOS,MEXICANA,11/07/2021,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
14/07/2021,MUJER,18-19 AÑOS,MEXICANA,12/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),30/09/2021,S/D
14/10/2022,MUJER,15-17 AÑOS,MEXICANA,12/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),14/10/2022,CIUDAD DE MEXICO
29/08/2022,MUJER,35-39 AÑOS,MEXICANA,18/08/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),28/09/2022,CIUDAD DE MEXICO
29/08/2022,HOMBRE,35-39 AÑOS,MEXICANA,02/08/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),02/10/2022,S/D
14/07/2021,HOMBRE,55-59 AÑOS,MEXICANA,09/07/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
14/07/2021,HOMBRE,25-29 AÑOS,MEXICANA,29/06/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),S/D,S/D
14/07/2021,HOMBRE,20-24 AÑOS,MEXICANA,03/07/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),01/08/2021,S/D
14/07/2021,HOMBRE,51-54 AÑOS,MEXICANA,08/07/2021,CIUDAD DE MEXICO,COYOACAN,DESAPARECIDO(A),,
14/07/2021,HOMBRE,40-44 AÑOS,MEXICANA,20/05/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
14/07/2021,HOMBRE,20-24 AÑOS,MEXICANA,08/07/2021,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
14/07/2021,HOMBRE,35-39 AÑOS,MEXICANA,06/07/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
14/07/2021,HOMBRE,65-69 AÑOS,MEXICANA,06/07/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),07/09/2021,S/D
07/07/2021,HOMBRE,,MEXICANA,12/11/2020,S/D,S/D,DESAPARECIDO(A),,
07/07/2021,MUJER,10-14 AÑOS,MEXICANA,06/07/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),08/07/2021,CIUDAD DE MEXICO
07/07/2021,MUJER,10-14 AÑOS,MEXICANA,06/07/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),08/07/2021,S/D
07/07/2021,MUJER,45-49 AÑOS,MEXICANA,01/07/2021,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),25/08/2021,S/D
06/07/2021,HOMBRE,25-29 AÑOS,S/D,05/07/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),06/07/2021,S/D
06/07/2021,HOMBRE,65-69 AÑOS,MEXICANA,04/07/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),06/07/2021,S/D
06/07/2021,HOMBRE,40-44 AÑOS,MEXICANA,30/05/2021,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
