Fecha de reporte ,Sexo,Grupo de Edad,Nacionalidad,Fecha de desaparicion,Entidad de desaparicion,Municipio/Alcadia de la desaparicion,Estatus,Fecha de localizacion,Entidad de la localizacion
13/01/2023,HOMBRE,35-39 AÑOS,MEXICANA,07/01/2023,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
13/01/2023,MUJER,15-17 AÑOS,MEXICANA,10/01/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
12/01/2023,HOMBRE,55-59 AÑOS,MEXICANA,13/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
11/01/2023,HOMBRE,45-49 AÑOS,MEXICANA,08/01/2023,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),11/01/2023,CIUDAD DE MEXICO
10/01/2023,HOMBRE,45-49 AÑOS,MEXICANA,07/01/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),15/01/2023,CIUDAD DE MEXICO
10/01/2023,HOMBRE,51-54 AÑOS,MEXICANA,03/01/2023,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
10/01/2023,HOMBRE,15-17 AÑOS,MEXICANA,09/01/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
09/01/2023,HOMBRE,25-29 AÑOS,MEXICANA,05/05/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),18/01/2023,CIUDAD DE MEXICO
09/01/2023,HOMBRE,35-39 AÑOS,MEXICANA,07/01/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
07/01/2023,MUJER,10-14 AÑOS,MEXICANA,06/01/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),07/01/2023,CIUDAD DE MEXICO
27/02/2023,HOMBRE,60-64 AÑOS,MEXICANA,15/01/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
05/01/2023,HOMBRE,45-49 AÑOS,MEXICANA,27/04/1995,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
05/01/2023,MUJER,15-17 AÑOS,MEXICANA,31/12/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),05/01/2023,CIUDAD DE MEXICO
06/01/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,20/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
10/01/2023,MUJER,51-54 AÑOS,MEXICANA,30/01/2019,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
04/01/2023,HOMBRE,20-24 AÑOS,MEXICANA,25/12/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),20/01/2023,CIUDAD DE MEXICO
03/01/2023,HOMBRE,40-44 AÑOS,MEXICANA,15/05/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
03/01/2023,HOMBRE,20-24 AÑOS,MEXICANA,23/12/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
02/01/2023,HOMBRE,35-39 AÑOS,MEXICANA,18/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),17/01/2023,CIUDAD DE MEXICO
29/12/2022,HOMBRE,51-54 AÑOS,MEXICANA,21/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),03/01/2023,CIUDAD DE MEXICO
29/12/2022,HOMBRE,60-64 AÑOS,MEXICANA,26/12/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),31/12/2022,CIUDAD DE MEXICO
29/12/2022,HOMBRE,60-64 AÑOS,MEXICANA,08/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),09/02/2023,CIUDAD DE MEXICO
29/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,26/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),29/12/2022,ESTADO DE MEXICO
29/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,20/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),03/01/2023,QUERETARO
29/12/2022,MUJER,15-17 AÑOS,MEXICANA,28/12/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),29/12/2022,CIUDAD DE MEXICO
28/12/2022,HOMBRE,55-59 AÑOS,MEXICANA,26/12/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
28/12/2022,HOMBRE,15-17 AÑOS,MEXICANA,27/11/2022,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
27/12/2022,HOMBRE,15-17 AÑOS,EXTRANJERA,21/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
27/12/2022,MUJER,51-54 AÑOS,MEXICANA,06/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),09/01/2023,CIUDAD DE MEXICO
27/12/2022,HOMBRE,40-44 AÑOS,MEXICANA,22/11/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
27/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,23/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
26/12/2022,HOMBRE,55-59 AÑOS,MEXICANA,09/12/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),28/12/2022,ESTADO DE MEXICO
26/12/2022,HOMBRE,35-39 AÑOS,MEXICANA,23/12/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),09/01/2023,CIUDAD DE MEXICO
25/12/2022,HOMBRE,40-44 AÑOS,MEXICANA,23/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/12/2022,ESTADO DE MEXICO
25/12/2022,MUJER,40-44 AÑOS,MEXICANA,25/12/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),02/01/2023,CIUDAD DE MEXICO
25/12/2022,HOMBRE,20-24 AÑOS,MEXICANA,22/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),31/12/2022,CIUDAD DE MEXICO
23/12/2022,MUJER,20-24 AÑOS,MEXICANA,22/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),23/12/2022,ESTADO DE MEXICO
23/12/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,22/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),23/12/2022,CIUDAD DE MEXICO
23/12/2022,MUJER,65-69 AÑOS,MEXICANA,19/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),09/01/2023,CIUDAD DE MEXICO
22/12/2022,HOMBRE,51-54 AÑOS,MEXICANA,20/12/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),23/12/2022,CIUDAD DE MEXICO
22/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,27/07/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
21/12/2022,MUJER,15-17 AÑOS,MEXICANA,16/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
21/12/2022,HOMBRE,25-29 AÑOS,MEXICANA,16/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),21/12/2022,CIUDAD DE MEXICO
20/12/2022,MUJER,40-44 AÑOS,MEXICANA,19/12/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),20/12/2022,CIUDAD DE MEXICO
20/12/2022,HOMBRE,40-44 AÑOS,MEXICANA,09/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),30/12/2022,CIUDAD DE MEXICO
20/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,17/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),21/12/2022,HIDALGO
19/12/2022,MUJER,20-24 AÑOS,MEXICANA,18/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/01/2023,CIUDAD DE MEXICO
19/12/2022,MUJER,45-49 AÑOS,MEXICANA,11/11/2022,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
19/12/2022,MUJER,00-04 AÑOS,MEXICANA,18/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/01/2023,CIUDAD DE MEXICO
19/12/2022,HOMBRE,55-59 AÑOS,MEXICANA,15/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),30/12/2022,CIUDAD DE MEXICO
19/12/2022,HOMBRE,10-14 AÑOS,MEXICANA,16/12/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),21/12/2022,CIUDAD DE MEXICO
19/12/2022,HOMBRE,15-17 AÑOS,MEXICANA,14/12/2022,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
18/12/2022,HOMBRE,25-29 AÑOS,MEXICANA,16/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),18/12/2022,CIUDAD DE MEXICO
18/12/2022,HOMBRE,35-39 AÑOS,MEXICANA,16/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),18/12/2022,CIUDAD DE MEXICO
16/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,11/12/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),24/12/2022,ESTADO DE MEXICO
16/12/2022,MUJER,51-54 AÑOS,MEXICANA,12/03/2020,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
15/12/2022,HOMBRE,35-39 AÑOS,MEXICANA,30/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),23/12/2022,CIUDAD DE MEXICO
15/12/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,13/12/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),19/12/2022,CIUDAD DE MEXICO
15/12/2022,MUJER,18-19 AÑOS,MEXICANA,06/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
15/12/2022,HOMBRE,35-39 AÑOS,MEXICANA,05/12/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),09/12/2022,MORELOS
15/12/2022,HOMBRE,65-69 AÑOS,MEXICANA,13/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),20/01/2023,CIUDAD DE MEXICO
15/12/2022,HOMBRE,65-69 AÑOS,MEXICANA,04/12/2022,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
15/12/2022,HOMBRE,20-24 AÑOS,MEXICANA,03/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/12/2022,CIUDAD DE MEXICO
14/12/2022,MUJER,45-49 AÑOS,MEXICANA,10/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),23/12/2022,CIUDAD DE MEXICO
12/12/2022,MUJER,35-39 AÑOS,MEXICANA,12/12/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
12/12/2022,MUJER,35-39 AÑOS,MEXICANA,08/12/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
12/12/2022,MUJER,10-14 AÑOS,MEXICANA,07/12/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),12/01/2023,CIUDAD DE MEXICO
08/12/2022,MUJER,40-44 AÑOS,MEXICANA,30/06/2020,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
08/12/2022,HOMBRE,40-44 AÑOS,MEXICANA,17/04/2020,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
08/12/2022,HOMBRE,40-44 AÑOS,MEXICANA,05/12/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),21/12/2022,ESTADO DE MEXICO
08/12/2022,HOMBRE,51-54 AÑOS,MEXICANA,05/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),17/01/2023,CIUDAD DE MEXICO
07/12/2022,MUJER,25-29 AÑOS,MEXICANA,06/12/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),08/12/2022,HIDALGO
06/12/2022,HOMBRE,30-34 AÑOS,MEXICANA,05/12/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),08/12/2022,CIUDAD DE MEXICO
05/04/2023,MUJER,15-17 AÑOS,MEXICANA,30/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),06/04/2023,CIUDAD DE MEXICO
05/12/2022,HOMBRE,18-19 AÑOS,MEXICANA,02/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),06/12/2022,CIUDAD DE MEXICO
04/12/2022,MUJER,70 AÑOS O MAS,MEXICANA,04/12/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),05/12/2022,CIUDAD DE MEXICO
04/12/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,04/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
03/12/2022,HOMBRE,30-34 AÑOS,MEXICANA,02/12/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),04/12/2022,CIUDAD DE MEXICO
03/12/2022,HOMBRE,51-54 AÑOS,MEXICANA,01/12/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),04/12/2022,CIUDAD DE MEXICO
03/12/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,03/12/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),03/12/2022,TAMAULIPAS
03/12/2022,HOMBRE,45-49 AÑOS,MEXICANA,03/12/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),12/12/2022,CIUDAD DE MEXICO
02/12/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,01/12/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),03/12/2022,CIUDAD DE MEXICO
02/12/2022,HOMBRE,20-24 AÑOS,MEXICANA,16/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),17/11/2022,ESTADO DE MEXICO
02/12/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,21/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/12/2022,ESTADO DE MEXICO
02/12/2022,HOMBRE,20-24 AÑOS,MEXICANA,23/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),19/01/2023,JALISCO
02/12/2022,MUJER,20-24 AÑOS,MEXICANA,29/11/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),28/01/2023,CIUDAD DE MEXICO
01/12/2022,MUJER,55-59 AÑOS,MEXICANA,28/11/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
30/11/2022,MUJER,18-19 AÑOS,MEXICANA,29/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),03/12/2022,CIUDAD DE MEXICO
30/11/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,27/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),03/12/2022,ESTADO DE MEXICO
30/11/2022,HOMBRE,45-49 AÑOS,MEXICANA,12/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/03/2023,CIUDAD DE MEXICO
29/11/2022,HOMBRE,25-29 AÑOS,MEXICANA,01/07/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
29/11/2022,MUJER,70 AÑOS O MAS,MEXICANA,26/11/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),04/12/2022,CIUDAD DE MEXICO
29/11/2022,HOMBRE,40-44 AÑOS,MEXICANA,27/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),08/12/2022,HIDALGO
29/11/2022,HOMBRE,60-64 AÑOS,MEXICANA,13/10/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),26/12/2022,CIUDAD DE MEXICO
29/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,14/02/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
29/11/2022,MUJER,10-14 AÑOS,MEXICANA,28/11/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),30/11/2022,CIUDAD DE MEXICO
28/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,01/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
28/11/2022,HOMBRE,60-64 AÑOS,MEXICANA,27/11/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),28/11/2022,TAMAULIPAS
27/11/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,26/11/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),28/11/2022,CIUDAD DE MEXICO
27/11/2022,MUJER,25-29 AÑOS,MEXICANA,26/11/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),29/11/2022,CIUDAD DE MEXICO
25/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,22/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/11/2022,CIUDAD DE MEXICO
26/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,24/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),01/12/2022,ESTADO DE MEXICO
25/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,01/08/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),21/02/2023,CIUDAD DE MEXICO
25/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,19/11/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),02/12/2022,ESTADO DE MEXICO
24/11/2022,HOMBRE,40-44 AÑOS,MEXICANA,24/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/11/2022,S/D
24/11/2022,MUJER,10-14 AÑOS,MEXICANA,23/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),28/11/2022,CIUDAD DE MEXICO
24/11/2022,HOMBRE,45-49 AÑOS,MEXICANA,21/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
24/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,22/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),25/11/2022,CIUDAD DE MEXICO
24/11/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,18/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
23/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,21/10/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
22/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,21/11/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),09/01/2023,CIUDAD DE MEXICO
22/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,21/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),23/11/2022,ESTADO DE MEXICO
22/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,29/10/2022,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
22/11/2022,MUJER,15-17 AÑOS,MEXICANA,03/11/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),14/01/2023,ESTADO DE MEXICO
22/11/2022,MUJER,65-69 AÑOS,MEXICANA,21/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),22/11/2022,CIUDAD DE MEXICO
21/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,18/11/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),27/11/2022,S/D
21/11/2022,MUJER,65-69 AÑOS,MEXICANA,19/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
19/11/2022,MUJER,20-24 AÑOS,MEXICANA,08/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),02/12/2022,CIUDAD DE MEXICO
19/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,15/10/2022,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
19/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,12/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
19/11/2022,MUJER,20-24 AÑOS,MEXICANA,18/11/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),12/01/2023,CIUDAD DE MEXICO
19/11/2022,HOMBRE,40-44 AÑOS,MEXICANA,08/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),14/03/2023,S/D
18/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,17/11/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),21/11/2022,CIUDAD DE MEXICO
18/11/2022,MUJER,45-49 AÑOS,MEXICANA,19/10/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
18/11/2022,MUJER,10-14 AÑOS,MEXICANA,19/10/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
18/11/2022,MUJER,55-59 AÑOS,MEXICANA,04/08/2022,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
18/11/2022,HOMBRE,51-54 AÑOS,MEXICANA,17/09/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
18/11/2022,MUJER,10-14 AÑOS,MEXICANA,17/11/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),22/11/2022,S/D
18/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,16/11/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),21/11/2022,CIUDAD DE MEXICO
18/11/2022,MUJER,00-04 AÑOS,MEXICANA,14/11/2022,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
17/11/2022,HOMBRE,25-29 AÑOS,MEXICANA,18/01/2022,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,DESAPARECIDO(A),,
17/11/2022,MUJER,15-17 AÑOS,MEXICANA,14/11/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),22/11/2022,CIUDAD DE MEXICO
17/11/2022,HOMBRE,18-19 AÑOS,MEXICANA,06/04/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
16/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,14/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),15/11/2022,CIUDAD DE MEXICO
16/11/2022,HOMBRE,40-44 AÑOS,EXTRANJERA,09/11/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
16/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,27/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),16/12/2022,CIUDAD DE MEXICO
16/11/2022,MUJER,55-59 AÑOS,MEXICANA,08/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
15/11/2022,MUJER,35-39 AÑOS,MEXICANA,13/11/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),16/11/2022,ESTADO DE MEXICO
14/11/2022,HOMBRE,45-49 AÑOS,MEXICANA,06/11/2022,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
15/11/2022,MUJER,05-09 AÑOS,MEXICANA,13/11/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),16/11/2022,ESTADO DE MEXICO
16/11/2022,HOMBRE,15-17 AÑOS,MEXICANA,15/11/2022,CIUDAD DE MEXICO,MILPA ALTA,LOCALIZADO(A),16/11/2022,CIUDAD DE MEXICO
16/11/2022,HOMBRE,18-19 AÑOS,MEXICANA,14/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),17/11/2022,ESTADO DE MEXICO
15/11/2022,MUJER,10-14 AÑOS,MEXICANA,15/11/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),19/11/2022,HIDALGO
15/11/2022,HOMBRE,25-29 AÑOS,MEXICANA,12/11/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),16/11/2022,GUERRERO
14/11/2022,HOMBRE,45-49 AÑOS,MEXICANA,06/05/2019,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
14/11/2022,HOMBRE,51-54 AÑOS,MEXICANA,13/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),21/11/2022,CIUDAD DE MEXICO
14/11/2022,MUJER,10-14 AÑOS,MEXICANA,04/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
13/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,10/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),18/11/2022,HIDALGO
13/11/2022,MUJER,20-24 AÑOS,MEXICANA,13/11/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),14/11/2022,CIUDAD DE MEXICO
13/11/2022,HOMBRE,45-49 AÑOS,MEXICANA,22/10/2022,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
13/11/2022,MUJER,10-14 AÑOS,MEXICANA,08/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),16/11/2022,CIUDAD DE MEXICO
13/11/2022,MUJER,18-19 AÑOS,MEXICANA,10/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),13/11/2022,CIUDAD DE MEXICO
13/11/2022,HOMBRE,25-29 AÑOS,MEXICANA,09/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),15/11/2022,CIUDAD DE MEXICO
12/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,14/11/2018,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
12/11/2022,MUJER,65-69 AÑOS,MEXICANA,08/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),15/11/2022,CIUDAD DE MEXICO
12/11/2022,MUJER,15-17 AÑOS,MEXICANA,11/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),28/11/2022,CIUDAD DE MEXICO
12/11/2022,MUJER,10-14 AÑOS,MEXICANA,11/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),28/11/2022,CIUDAD DE MEXICO
11/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,06/11/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),13/11/2022,ESTADO DE MEXICO
